,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,roi.times,roi.currency,roi.percentage
53,havven,snx,Synthetix Network,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1598631139,7.931e-05,25589,54,25646.0,729.787,8.151e-05,7.911e-05,-2.11313150053e-06,-2.5954,-634.99896417329,-2.42146,322131898.13952357,322855806.088774,322855806.088774,0.00066317,-88.02076,2020-09-01T02:59:50.294Z,9e-06,783.13966,2019-01-07T00:00:00.000Z,,2023-08-22T14:48:38.413Z,3.124657243968592,usd,312.4657243968592
54,the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1597397942,1.232e-05,25394,55,37019.0,1562.0,1.255e-05,1.229e-05,-2.23822489013e-07,-1.78476,-424.529607199529,-1.64425,2057931926.2233226,3000000000.0,3000000000.0,0.00014697,-91.60587,2021-11-25T06:04:40.957Z,1.03e-06,1099.02246,2021-01-14T22:01:08.387Z,,2023-08-22T14:48:38.157Z,,,
55,immutable-x,imx,ImmutableX,https://assets.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1665110648,2.23e-05,25101,56,44688.0,516.589,2.325e-05,2.232e-05,-9.2950714343e-07,-4.00196,-1032.5478167654474,-3.951,1123390886.9500241,2000000000.0,2000000000.0,0.0001612,-86.13558,2021-11-25T12:13:33.672Z,2.118e-05,5.49789,2023-08-17T21:46:25.186Z,,2023-08-22T14:48:37.240Z,,,
56,blockstack,stx,Stacks,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,1.781e-05,24967,57,32426.0,264.919,1.832e-05,1.782e-05,-4.99510500263e-07,-2.72841,-655.8230440296902,-2.55951,1399834198.46293,1818000000.0,1818000000.0,6.061e-05,-70.5734,2022-01-18T17:04:02.966Z,9.55e-06,86.68313,2020-01-30T20:58:57.572Z,,2023-08-22T14:48:44.095Z,2.85918619289735,usd,285.918619289735
57,tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1547034862,2.626e-05,24758,58,,782.656,2.697e-05,2.628e-05,-1.17506874945e-07,-0.44548,-89.40982821641592,-0.35984,941527595.3412,,,0.00044543,-94.09143,2018-07-03T00:00:00.000Z,2.432e-05,8.20793,2023-08-17T21:45:22.377Z,,2023-08-22T14:48:44.194Z,0.4529468264105138,usd,45.29468264105138
58,eos,eos,EOS,https://assets.coingecko.com/coins/images/738/large/eos-eos-logo.png?1547034481,2.196e-05,24566,59,,3526.0,2.235e-05,2.197e-05,-3.30189906328e-07,-1.48112,-370.1288546218675,-1.4843,1117544042.7999,,,0.00242542,-99.09356,2018-04-29T07:50:33.540Z,2.064e-05,6.53297,2023-08-17T21:46:30.918Z,,2023-08-22T14:48:40.523Z,-0.4230818907506712,usd,-42.30818907506712
59,axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1604471082,0.00018676,24507,60,50499.0,591.873,0.00018935,0.00018512,-1.280812690988e-06,-0.68114,-159.05215751975993,-0.64482,131031753.30627233,270000000.0,270000000.0,0.00326831,-94.28236,2021-10-04T11:05:28.225Z,7.88e-06,2272.03633,2020-11-06T08:05:43.662Z,,2023-08-22T14:48:44.176Z,,,
60,theta-token,theta,Theta Network,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1548387191,2.359e-05,23604,61,23604.0,239.474,2.395e-05,2.33e-05,2.078e-08,0.08817,33.469865,0.142,1000000000.0,1000000000.0,1000000000.0,0.00027855,-91.52437,2021-06-09T11:23:19.561Z,9.4e-06,151.19044,2019-07-16T00:00:00.000Z,,2023-08-22T14:48:42.101Z,3.0895619248099995,usd,308.95619248099996
61,injective-protocol,inj,Injective,https://assets.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1628233237,0.00027668,23173,62,27667.0,963.229,0.00028851,0.00027554,-1.1359184990854e-05,-3.9436,-971.619474691579,-4.02425,83755555.66,100000000.0,100000000.0,0.00046476,-40.45547,2021-04-30T00:33:02.969Z,4.354e-05,535.54052,2020-11-06T08:31:01.270Z,,2023-08-22T14:48:37.277Z,,,
62,bitget-token,bgb,Bitget Token,https://assets.coingecko.com/coins/images/11610/large/icon_colour.png?1690515455,1.624e-05,22755,63,32507.0,520.63,1.638e-05,1.61e-05,-4.5785348467e-08,-0.28111,-70.80518974324514,-0.3102,1400001000.0,2000000000.0,2000000000.0,2.124e-05,-23.48486,2023-02-15T14:15:05.913Z,1.56e-06,940.12878,2020-06-25T04:17:05.895Z,,2023-08-22T14:48:43.797Z,,,
63,bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1558947902,0.00115861,22325,64,24334.0,562.869,0.00120006,0.00115816,-3.3814501264543e-05,-2.83578,-644.2567999428975,-2.80487,19266076.644239,21000000.0,21000000.0,0.04960766,-97.66529,2020-01-14T23:34:56.231Z,0.00082178,40.93799,2023-06-10T04:32:12.266Z,,2023-08-22T14:48:41.656Z,,,
64,radix,xrd,Radix,https://assets.coingecko.com/coins/images/4374/large/Radix.png?1629701658,2.1e-06,21521,65,50446.0,47.969567,2.11e-06,2.05e-06,2.0882e-08,1.00324,190.356,0.89242,10238596902.1598,12638596902.2598,24000000000.0,1.013e-05,-79.24224,2021-11-14T16:09:27.130Z,1.41e-06,49.02725,2023-03-17T23:15:58.943Z,,2023-08-22T14:48:39.159Z,,,
65,flex-coin,flex,FLEX Coin,https://assets.coingecko.com/coins/images/9108/large/coinflex_logo.png?1628750583,0.00021667,21494,66,21509.0,1.171015,0.00023341,0.0002134,-1.5905669968503e-05,-6.83886,-1442.88278202105,-6.29073,98664938.6988896,98735764.894,98735764.894,0.00042339,-48.54708,2023-08-07T01:49:53.752Z,4.2173e-08,516451.57553,2020-08-04T08:22:26.260Z,,2023-08-22T14:48:31.372Z,,,
66,fantom,ftm,Fantom,https://assets.coingecko.com/coins/images/4001/large/Fantom_round.png?1669652346,7.66e-06,21444,67,24295.0,2331.0,7.94e-06,7.61e-06,-2.81737585388e-07,-3.54866,-805.2690476551616,-3.61923,2802418156.256,3175000000.0,3175000000.0,7.792e-05,-90.17938,2022-01-17T00:34:22.938Z,3.93034e-07,1846.93388,2020-05-08T14:49:58.253Z,,2023-08-22T14:48:44.260Z,5.637772510287963,usd,563.7772510287963
67,apecoin,ape,ApeCoin,https://assets.coingecko.com/coins/images/24383/large/apecoin.jpg?1647476455,5.714e-05,21237,68,57616.0,2204.0,5.974e-05,5.715e-05,-2.355689086317e-06,-3.95928,-722.0119125868841,-3.288,368593750.0,1000000000.0,1000000000.0,0.00066985,-91.48007,2022-04-28T21:44:21.164Z,5.399e-05,5.71504,2023-08-17T21:45:24.136Z,,2023-08-22T14:48:38.135Z,,,
68,decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1550108745,1.151e-05,21224,69,25270.0,1814.0,1.172e-05,1.14e-05,-9.8930296688e-08,-0.85224,-175.6632301869504,-0.82085,1842076199.81432,2193179327.32015,2193179327.32015,0.0001016,-88.6589,2021-11-25T09:50:00.088Z,1.38e-06,736.53692,2017-11-02T00:00:00.000Z,,2023-08-22T14:48:45.560Z,13.96497639640905,usd,1396.497639640905
69,gatechain-token,gt,Gate,https://assets.coingecko.com/coins/images/8183/large/gate.png?1687143308,0.00014923,20507,70,44785.0,8.109356,0.00015089,0.00014866,-1.32479691957e-07,-0.0887,-54.74753139946915,-0.26626,137367573.56752193,300000000.0,,0.00024912,-40.12378,2022-11-09T22:00:06.987Z,1.161e-05,1185.03641,2021-01-08T15:14:11.379Z,,2023-08-22T14:48:43.188Z,,,
70,render-token,rndr,Render,https://assets.coingecko.com/coins/images/11636/large/rndr.png?1638840934,5.292e-05,19696,71,28123.0,539.187,5.407e-05,5.184e-05,1.82626e-07,0.34631,116.581,0.59542,371908453.108796,531024271.388796,531024271.388796,0.00014855,-64.34319,2021-11-21T10:03:19.097Z,2.26e-06,2239.86006,2021-01-08T06:20:12.010Z,,2023-08-22T14:48:45.770Z,,,
71,paxos-standard,usdp,Pax Dollar,https://assets.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1629877204,3.852e-05,19555,72,19555.0,68.834,3.868e-05,3.82e-05,2.14695e-07,0.56053,146.661,0.75564,507700446.010683,507700446.010683,,0.00031812,-87.892,2018-12-15T16:00:09.239Z,1.456e-05,164.60917,2021-11-10T16:45:58.991Z,,2023-08-22T14:48:36.057Z,0.00162973808815,usd,0.162973808815
72,thorchain,rune,THORChain,https://assets.coingecko.com/coins/images/6595/large/Rune200x200.png?1671179394,6.273e-05,18901,73,31429.0,5728.0,6.821e-05,6.224e-05,-7.70097195957e-07,-1.21273,-143.55197873290308,-0.75375,300700561.0,500000000.0,500000000.0,0.00048691,-87.09043,2021-05-19T00:59:16.485Z,1.04e-06,5942.48254,2019-09-28T00:00:00.000Z,,2023-08-22T14:48:45.545Z,41.92942751523697,usd,4192.942751523698
73,neo,neo,NEO,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1594357361,0.00026665,18827,74,26694.0,578.188,0.00027371,0.00026631,-6.718255671705e-06,-2.45755,-470.19366967795213,-2.43659,70530000.0,100000000.0,,0.0148149,-98.19826,2018-01-29T00:00:00.000Z,9.457e-05,182.26655,2017-03-02T00:00:00.000Z,,2023-08-22T14:48:40.241Z,191.61946405723702,usd,19161.946405723702
74,gala,gala,GALA,https://assets.coingecko.com/coins/images/12493/large/GALA-COINGECKO.png?1600233435,7.3499e-07,18766,75,36742.0,16597.0,7.56069e-07,7.31398e-07,-2.1054005039e-08,-2.78476,-489.95069384113594,-2.54447,25536819049.0299,25536855756.0299,50000000000.0,1.446e-05,-94.9178,2021-11-26T15:08:53.159Z,5e-09,14596.0031,2020-12-28T08:46:48.367Z,,2023-08-22T14:48:43.170Z,,,
75,kava,kava,Kava,https://assets.coingecko.com/coins/images/9761/large/kava.png?1663638871,2.64e-05,18694,76,18694.0,310.301,2.712e-05,2.614e-05,-5.11339876843e-07,-1.89996,-456.2864038643711,-2.38268,711674256.0,711693208.0,,0.00046388,-94.32929,2020-08-17T08:48:52.897Z,2.409e-05,9.18651,2023-08-17T21:46:24.983Z,,2023-08-22T14:48:37.143Z,,,
76,rollbit-coin,rlb,Rollbit Coin,https://assets.coingecko.com/coins/images/24552/large/unziL6wO_400x400.jpg?1648134494,5.67e-06,18666,77,28308.0,271.998,6.31e-06,5.66e-06,-4.9464372481e-07,-8.0183,-1637.8237893939076,-8.06669,3296951621.59,3296951622.0,5000000000.0,7.24e-06,-21.6106,2023-08-12T14:31:00.633Z,4.4093e-08,12779.58207,2022-07-09T16:57:03.748Z,,2023-08-22T14:48:44.189Z,,,
77,rocket-pool,rpl,Rocket Pool,https://assets.coingecko.com/coins/images/2090/large/rocket_pool_%28RPL%29.png?1637662441,0.00092677,18215,78,18215.0,104.568,0.0009604,0.0009271,-2.5183770625599e-05,-2.64548,-471.30928144232894,-2.52217,19620795.3927166,19620795.3927166,,0.0025156,-63.11815,2023-02-10T01:30:33.126Z,1.28e-06,72194.73218,2018-08-28T00:00:00.000Z,,2023-08-22T14:48:45.550Z,,,
78,kucoin-shares,kcs,KuCoin,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1610678720,0.00018712,18065,79,26936.0,22.828456,0.00018778,0.00018555,1.45e-06,0.78302,68.141,0.37862,96732986.425851,144232986.425767,,0.00132217,-85.87637,2018-01-11T00:00:00.000Z,1.926e-05,869.73681,2021-01-03T07:52:52.153Z,,2023-08-22T14:48:37.476Z,,,
79,pax-gold,paxg,PAX Gold,https://assets.coingecko.com/coins/images/9519/large/paxgold.png?1687143101,0.07244473,18064,80,18064.0,264.364,0.07275137,0.07170229,0.00067696,0.94327,158.254,0.88381,249149.609,249149.609,,0.37575554,-80.70347,2020-03-13T02:29:31.091Z,0.02673099,171.24987,2021-11-09T04:25:02.283Z,,2023-08-22T14:48:43.033Z,,,
80,compound-ether,ceth,cETH,https://assets.coingecko.com/coins/images/10643/large/ceth.png?1687143191,0.00128011,18028,81,18028.0,0.19066134,0.00128907,0.00127938,-8.963274234215e-06,-0.69533,-77.04693643603605,-0.42556,14083186.6242811,14083186.6242811,,0.00177069,-27.70576,2021-12-09T06:48:12.160Z,0.00040504,216.04785,2020-03-26T17:19:18.104Z,,2023-08-22T14:07:01.973Z,,,
81,tether-gold,xaut,Tether Gold,https://assets.coingecko.com/coins/images/10481/large/Tether_Gold.png?1668148656,0.07282394,17976,82,17976.0,186.325,0.07403061,0.07227825,0.00051082,0.70639,127.049,0.71179,246524.33,246524.33,,0.38149348,-80.88444,2020-03-13T02:34:35.697Z,0.02668349,173.29483,2021-10-20T15:01:52.128Z,,2023-08-22T14:48:43.842Z,,,
82,flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1631696776,1.733e-05,17935,83,25108.0,690.934,1.772e-05,1.728e-05,-1.99953069191e-07,-1.14076,-249.25933149180128,-1.37075,1036200000.0,1450656993.87114,1450656993.87114,0.00082648,-97.90571,2021-03-04T14:24:31.734Z,1.641e-05,5.44852,2023-06-20T16:22:02.649Z,,2023-08-22T14:48:40.102Z,,,
83,ecash,xec,eCash,https://assets.coingecko.com/coins/images/16646/large/Logo_final-22.png?1628239446,9.07635e-10,17689,84,19072.0,124.14,9.2471e-10,9.05711e-10,-5.853945e-12,-0.64083,-143.2835270575997,-0.80351,19477154673093.0,21000000000000.0,21000000000000.0,7.63e-09,-88.08822,2021-09-04T17:09:31.137Z,5.49673e-10,65.35084,2021-07-30T01:41:06.714Z,,2023-08-22T14:48:43.526Z,,,
84,pepe,pepe,Pepe,https://assets.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1682922725,4.052e-11,17132,85,17132.0,1761.0,4.2141e-11,4.0582e-11,-1.60404e-12,-3.80788,-527.965356298515,-2.98965,420690000000000.0,420690000000000.0,420690000000000.0,1.45883e-10,-72.1812,2023-05-05T16:50:45.302Z,1.875e-12,2064.02206,2023-04-18T02:14:41.591Z,,2023-08-22T14:48:39.122Z,,,
85,klay-token,klay,Klaytn,https://assets.coingecko.com/coins/images/9672/large/klaytn.png?1660288824,5.31e-06,16977,86,,168.919,5.38e-06,5.29e-06,-5.172573582e-08,-0.964,-214.44321992730693,-1.24739,3193394054.0609,,,7.741e-05,-93.13545,2020-09-04T00:13:55.189Z,5.01e-06,6.02444,2023-08-17T21:46:23.279Z,,2023-08-22T14:48:42.447Z,,,
86,chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1675848257,2.42e-06,16892,87,21525.0,1058.0,2.48e-06,2.42e-06,-4.4667363771e-08,-1.81312,-284.5668816094294,-1.65669,6975647158.46,8888888888.0,8888888888.0,1.638e-05,-85.21561,2022-11-19T03:41:07.812Z,4.67615e-07,417.74174,2021-01-08T14:11:51.035Z,,2023-08-22T14:48:39.998Z,1.8592427401946496,usd,185.92427401946495
87,frax-share,fxs,Frax Share,https://assets.coingecko.com/coins/images/13423/large/Frax_Shares_icon.png?1679886947,0.00022869,16705,88,22773.0,464.728,0.0002355,0.00022861,-6.801644284006e-06,-2.88824,-524.1080868639801,-3.04199,73119506.0665834,99681495.5911336,99681495.5911336,0.00112539,-79.70209,2020-12-21T01:54:47.142Z,4.524e-05,404.93331,2021-06-25T07:18:40.296Z,,2023-08-22T14:48:36.860Z,,,
88,frax-ether,frxeth,Frax Ether,https://assets.coingecko.com/coins/images/28284/large/frxETH_icon.png?1679886981,0.06356175,16109,89,16109.0,48.481476,0.06406417,0.06357348,-0.000487484631383178,-0.76111,-102.37550270119937,-0.6315,253209.160563194,253209.160563194,,0.0777,-18.12149,2023-01-12T01:00:30.967Z,0.0604818,5.188,2023-06-29T17:24:01.927Z,,2023-08-22T14:48:22.342Z,,,
89,iota,miota,IOTA,https://assets.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1604238557,5.45e-06,15159,90,15159.0,215.732,5.58e-06,5.43e-06,-7.8449866736e-08,-1.41832,-216.06110875665217,-1.40529,2779530283.277761,2779530283.0,,0.0003327,-98.36095,2017-12-05T00:00:00.000Z,5.25e-06,3.82565,2023-08-17T21:46:30.252Z,,2023-08-22T14:48:41.211Z,3.0691890922285836,btc,306.91890922285836
90,casper-network,cspr,Casper Network,https://assets.coingecko.com/coins/images/15279/large/casper.PNG?1620341020,1.34e-06,15148,91,16075.0,94.044,1.36e-06,1.34e-06,-1.1299384492e-08,-0.83426,-103.48699796242545,-0.67855,11264425015.0,11954307847.0,,2.337e-05,-94.24327,2021-05-12T00:00:00.000Z,9.70508e-07,38.60332,2022-06-12T05:19:45.813Z,,2023-08-22T14:48:42.052Z,,,
91,bittorrent,btt,BitTorrent,https://assets.coingecko.com/coins/images/22457/large/btt_logo.png?1643857231,1.5825e-11,15065,92,15676.0,828.597,1.6027e-11,1.5798e-11,-1.10369e-13,-0.69259,-141.68610553718645,-0.93173,951421714286000.0,990000000000000.0,990000000000000.0,8.8967e-11,-82.20447,2022-01-21T04:00:31.909Z,1.494e-11,5.97383,2023-06-30T04:56:12.190Z,,2023-08-22T14:48:41.115Z,,,
92,tokenize-xchange,tkx,Tokenize Xchange,https://assets.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1672912391,0.00018748,15007,93,18760.0,262.287,0.00019052,0.00018568,-9.30410746114e-07,-0.49383,-75.5535669312194,-0.50092,79995999.94518414,100000000.0,100000000.0,0.00107431,-82.5056,2022-10-31T10:29:24.903Z,1.6e-05,1074.65037,2019-11-07T06:53:49.933Z,,2023-08-22T14:47:12.000Z,15.782022799515651,usd,1578.2022799515653
93,curve-dao-token,crv,Curve DAO,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1597369484,1.735e-05,14920,94,57462.0,1896.0,1.845e-05,1.731e-05,-1.090330276861e-06,-5.91274,-884.1167100900548,-5.59407,857661483.0,1999807270.98168,3303030299.0,0.00130345,-98.66865,2020-08-14T00:00:00.000Z,1.609e-05,7.88084,2020-12-27T11:42:52.899Z,,2023-08-22T14:48:38.197Z,,,
94,sui,sui,Sui,https://assets.coingecko.com/coins/images/26375/large/sui_asset.jpeg?1683114182,2.06e-05,14878,95,205741.0,5242.0,2.134e-05,1.939e-05,3.73455e-07,1.84602,270.555,1.85211,723162190.461538,10000000000.0,10000000000.0,7.566e-05,-72.77913,2023-05-03T12:00:26.430Z,1.738e-05,18.52649,2023-08-17T21:45:21.267Z,,2023-08-22T14:48:37.367Z,,,
95,huobi-token,ht,Huobi,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1547036992,9.148e-05,14593,96,18405.0,540.608,9.28e-05,9.141e-05,-5.63245019006e-07,-0.61195,-103.92472599925168,-0.70713,159406077.0,201050000.0,201050000.0,0.00081825,-88.81216,2018-06-05T07:42:49.176Z,3.435e-05,166.48832,2023-03-10T05:05:00+08:00,,2023-08-22T14:48:41.981Z,1.402887035366598,usd,140.2887035366598
96,mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1621394004,1.522e-05,14536,97,16223.0,186.538,1.552e-05,1.515e-05,-2.57918786747e-07,-1.66674,-253.86226570266263,-1.71649,955081668.840039,1065927772.84004,,0.00024342,-93.75042,2021-06-01T01:42:37.064Z,1.429e-05,6.47251,2023-08-17T21:44:57.620Z,,2023-08-22T14:48:42.491Z,,,
97,terra-luna,lunc,Terra Luna Classic,https://assets.coingecko.com/coins/images/8284/large/01_LunaClassic_color.png?1653547790,2.473e-09,14397,98,16934.0,535.57,2.545e-09,2.465e-09,-2.9706637e-11,-1.1871,-132.91760598526525,-0.91478,5813909569381.85,6838204429412.53,,0.00263232,-99.99991,2022-03-10T16:34:38.810Z,3.3274e-11,7339.77056,2022-05-13T02:34:40.340Z,,2023-08-22T14:48:42.571Z,,,
98,gemini-dollar,gusd,Gemini Dollar,https://assets.coingecko.com/coins/images/5992/large/gemini-dollar-gusd.png?1536745278,3.844e-05,13885,99,13885.0,36.078156,3.872e-05,3.819e-05,9.4578e-08,0.24664,-0.18907194372513914,-0.00136,361174915.91,361174915.91,,0.00052377,-92.66027,2018-10-11T17:31:53.238Z,1.452e-05,164.6877,2021-11-10T14:24:47.502Z,,2023-08-22T14:48:37.639Z,-0.0003508587003462,usd,-0.03508587003462
99,trust-wallet-token,twt,Trust Wallet,https://assets.coingecko.com/coins/images/11085/large/Trust.png?1588062702,3.242e-05,13520,100,32450.0,213.224,3.361e-05,3.233e-05,-7.56324521917e-07,-2.27956,-282.4097511353102,-2.04604,416649900.0,1000000000.0,,0.00016385,-80.19524,2022-11-14T15:47:47.380Z,2.86803e-07,11214.59475,2020-06-09T09:15:06.983Z,,2023-08-22T14:48:41.896Z,,,
