,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,roi.times,roi.currency,roi.percentage
10,tron,trx,TRON,https://assets.coingecko.com/coins/images/1094/large/tron-logo.png?1547035066,0.074749,6682357008,11,6682409369.0,159286793.0,0.075311,0.074151,0.00050642,0.68211,42406385.0,0.63866,89403443171.8396,89404143711.1259,,0.231673,-67.74102,2018-01-05T00:00:00.000Z,0.00180434,4041.96827,2017-11-12T00:00:00.000Z,,2023-08-22T15:35:18.329Z,38.341650728744874,usd,3834.1650728744876
11,polkadot,dot,Polkadot,https://assets.coingecko.com/coins/images/12171/large/polkadot.png?1639712644,4.39,5557723055,12,5912921399.0,98703249.0,4.46,4.38,-0.010852089965083245,-0.24664,-9859510.646027565,-0.17709,1266571121.38715,1347518653.3839,,54.98,-92.01814,2021-11-04T14:10:09.301Z,2.7,62.69041,2020-08-20T05:48:11.359Z,,2023-08-22T15:35:18.797Z,,,
12,matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,0.536643,5000950363,13,5366132261.0,263407701.0,0.563943,0.533682,-0.018117541803754356,-3.26583,-163340714.5429716,-3.16289,9319469069.28493,10000000000.0,10000000000.0,2.92,-81.58987,2021-12-27T02:08:34.307Z,0.00314376,16977.89104,2019-05-10T00:00:00.000Z,,2023-08-22T15:35:21.881Z,203.0467980183931,usd,20304.679801839313
13,litecoin,ltc,Litecoin,https://assets.coingecko.com/coins/images/2/large/litecoin.png?1547033580,66.0,4852490124,14,5540483676.0,499651976.0,67.13,64.86,0.817231,1.25382,63560768.0,1.32724,73569239.4834713,84000000.0,84000000.0,410.26,-83.94792,2021-05-10T03:13:07.904Z,1.15,5632.31284,2015-01-14T00:00:00.000Z,,2023-08-22T15:35:15.956Z,,,
14,the-open-network,ton,Toncoin,https://assets.coingecko.com/coins/images/17980/large/ton_symbol.png?1670498136,1.39,4758327670,15,7045904103.0,25090750.0,1.38,1.33,0.054273,4.0697,165713240.0,3.60826,3439044491.15923,5092372650.97303,,5.29,-73.96838,2021-11-12T06:50:02.476Z,0.519364,165.18597,2021-09-21T00:33:11.092Z,,2023-08-22T15:35:18.999Z,,,
15,shiba-inu,shib,Shiba Inu,https://assets.coingecko.com/coins/images/11939/large/shiba.png?1622619446,7.9e-06,4650483714,16,7890984035.0,147461140.0,8.03e-06,7.82e-06,-1.4458120133e-08,-0.18276,-12054333.078259468,-0.25854,589332662659738.2,999985145143913.0,,8.616e-05,-90.85319,2021-10-28T03:54:55.568Z,5.6366e-11,13981251.35443,2020-11-28T11:26:25.838Z,,2023-08-22T15:35:22.903Z,,,
16,wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://assets.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1548822744,25998.0,4219457066,17,4219457066.0,40967582.0,26266.0,25965.0,19.31,0.07433,7994897.0,0.18984,162305.25767567,162305.25767567,162305.25767567,70643.0,-63.19629,2021-11-10T14:40:19.650Z,3139.17,728.22414,2019-04-02T00:00:00.000Z,,2023-08-22T15:35:22.613Z,,,
17,dai,dai,Dai,https://assets.coingecko.com/coins/images/9956/large/Badge_Dai.png?1687143508,0.999856,3957229188,18,3957229188.0,107973896.0,1.001,0.998164,-0.00032836992344909,-0.03283,2980329.0,0.07537,3956650768.25073,3960556321.12769,,1.22,-17.96637,2020-03-13T03:02:50.373Z,0.88196,13.37624,2023-03-11T07:50:50.514Z,,2023-08-22T15:35:00.875Z,,,
18,bitcoin-cash,bch,Bitcoin Cash,https://assets.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1594689492,186.0,3624221889,19,3906401269.0,113417781.0,187.16,183.3,1.96,1.06387,37241215.0,1.03823,19483062.3966508,21000000.0,21000000.0,3785.82,-95.08337,2017-12-20T00:00:00.000Z,76.93,141.93827,2018-12-16T00:00:00.000Z,,2023-08-22T15:35:15.428Z,,,
19,uniswap,uni,Uniswap,https://assets.coingecko.com/coins/images/12504/large/uni.jpg?1687143398,4.69,3531739477,20,4685454573.0,96768849.0,4.83,4.67,-0.07666773270982663,-1.60858,-63006651.95423651,-1.75274,753766667.0,1000000000.0,1000000000.0,44.92,-89.57149,2021-05-03T05:25:04.822Z,1.03,354.70962,2020-09-17T01:20:38.214Z,,2023-08-22T15:35:19.678Z,,,
20,leo-token,leo,LEO Token,https://assets.coingecko.com/coins/images/8418/large/leo-token.png?1558326215,3.76,3497967707,21,3707567944.0,599841.0,3.83,3.71,0.04254632,1.14302,20918365.0,0.60161,929540879.9,985239504.0,,8.14,-53.79535,2022-02-08T17:40:10.285Z,0.799859,369.94609,2019-12-24T15:14:35.376Z,,2023-08-22T15:34:40.262Z,,,
21,avalanche-2,avax,Avalanche,https://assets.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1670992574,10.12,3482739274,22,7287902357.0,103425916.0,10.42,10.11,-0.19171012360324902,-1.8591,-69187524.12706089,-1.94789,344073253.800617,430792733.804983,720000000.0,144.96,-93.00847,2021-11-21T14:18:56.538Z,2.8,261.82698,2020-12-31T13:15:21.540Z,,2023-08-22T15:35:22.692Z,,,
22,chainlink,link,Chainlink,https://assets.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1547034700,6.17,3319767882,23,6169425868.0,152314330.0,6.24,6.1,0.057886,0.94657,41530557.0,1.26686,538099971.2305644,1000000000.0,1000000000.0,52.7,-88.30413,2021-05-10T00:13:57.214Z,0.148183,4059.26185,2017-11-29T00:00:00.000Z,,2023-08-22T15:35:15.835Z,,,
23,stellar,xlm,Stellar,https://assets.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1552356157,0.120683,3294061311,24,6013331057.0,76885926.0,0.125376,0.119733,-0.003097063838687742,-2.50207,-91832488.3232584,-2.71221,27390634450.7464,50001787237.4735,50001787237.4735,0.875563,-86.31757,2018-01-03T00:00:00.000Z,0.00047612,25061.17889,2015-03-05T00:00:00.000Z,,2023-08-22T15:35:24.472Z,,,
24,binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,1.0,3217340269,25,3217340269.0,2045748044.0,1.002,0.998079,0.00072043,0.07206,11236736.0,0.35048,3215132707.97,3215132707.97,,1.15,-13.28854,2020-03-13T02:35:42.953Z,0.901127,11.06391,2021-05-19T13:04:37.445Z,,2023-08-22T15:35:25.512Z,,,
25,true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1618395665,0.999989,2754401997,26,2754401997.0,245646759.0,1.002,0.99799,0.00051717,0.05174,6300197.0,0.22926,2754461423.8,2754461423.8,,1.62,-38.2428,2018-08-26T20:41:09.375Z,0.88355,13.12866,2020-03-12T10:47:51.380Z,,2023-08-22T15:35:18.621Z,,,
26,monero,xmr,Monero,https://assets.coingecko.com/coins/images/69/large/monero_logo.png?1547033729,147.84,2678535939,27,,69299020.0,149.84,145.07,2.59,1.78514,40948951.0,1.55252,18147820.3764146,,,542.33,-72.78889,2018-01-09T00:00:00.000Z,0.216177,68164.89525,2015-01-14T00:00:00.000Z,,2023-08-22T15:35:19.433Z,,,
27,okb,okb,OKB,https://assets.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1642471050,42.85,2571239742,28,12856198709.0,1503593.0,43.41,42.73,-0.008489542379855665,-0.01981,3971039.0,0.15468,60000000.0,235957685.3,300000000.0,58.66,-26.93965,2023-02-18T01:21:37.582Z,0.580608,7281.26226,2019-01-14T00:00:00.000Z,,2023-08-22T15:35:14.386Z,,,
28,ethereum-classic,etc,Ethereum Classic,https://assets.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1547034169,15.45,2202539206,29,3253478253.0,58833541.0,15.9,15.42,-0.0460909254753723,-0.29745,-3696981.8847522736,-0.16757,142639653.530213,210700000.0,210700000.0,167.09,-90.76449,2021-05-06T18:34:22.133Z,0.615038,2408.98202,2016-07-25T00:00:00.000Z,,2023-08-22T15:35:22.046Z,33.33170898003109,usd,3333.170898003109
29,cosmos,atom,Cosmos Hub,https://assets.coingecko.com/coins/images/1481/large/cosmos_hub.png?1555657960,7.35,2148019026,30,,103374345.0,7.59,7.33,-0.16308196816041765,-2.17177,-42314757.169540405,-1.93189,292586163.827428,,,44.45,-83.49397,2022-01-17T00:34:41.497Z,1.16,532.43372,2020-03-13T02:27:44.591Z,,2023-08-22T15:35:23.286Z,72.46084399182995,usd,7246.084399182994
30,hedera-hashgraph,hbar,Hedera,https://assets.coingecko.com/coins/images/3688/large/hbar.png?1637045634,0.05964,1964402942,31,2977827689.0,73184675.0,0.063578,0.059543,-0.00262806578096568,-4.22054,-101241808.48488379,-4.90122,32983824902.3729,50000000000.0,50000000000.0,0.569229,-89.46237,2021-09-15T10:40:28.318Z,0.00986111,508.28067,2020-01-02T17:30:24.852Z,,2023-08-22T15:35:14.913Z,,,
31,internet-computer,icp,Internet Computer,https://assets.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1620703073,3.46,1528222641,32,1623489710.0,16169874.0,3.52,3.45,-0.005214070432074891,-0.15041,417335.0,0.02732,441680049.462299,503978144.254006,469213710.0,700.65,-99.50617,2021-05-10T16:05:53.653Z,3.32,4.09057,2023-08-17T21:50:26.760Z,,2023-08-22T15:35:18.062Z,,,
32,filecoin,fil,Filecoin,https://assets.coingecko.com/coins/images/12817/large/filecoin.png?1602753933,3.39,1500134252,33,6642547032.0,72872692.0,3.44,3.38,-0.02295794382789751,-0.67328,-5500633.23203969,-0.36534,442974943.0,1961479040.0,1961479040.0,236.84,-98.57114,2021-04-01T13:29:41.564Z,2.64,28.13914,2022-12-16T22:45:28.552Z,,2023-08-22T15:35:19.941Z,,,
33,quant-network,qnt,Quant,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1612437252,99.71,1449898427,34,1456708883.0,10439622.0,100.59,98.49,0.810817,0.81985,13591761.0,0.9463,14544176.164091088,14612493.0,14612493.0,427.42,-76.70014,2021-09-11T09:15:00.668Z,0.215773,46054.37086,2018-08-23T00:00:00.000Z,,2023-08-22T15:35:17.631Z,24.87712974773981,eth,2487.7129747739814
34,lido-dao,ldo,Lido DAO,https://assets.coingecko.com/coins/images/13573/large/Lido_DAO.png?1609873644,1.63,1432201847,35,1628999017.0,65287502.0,1.65,1.6,0.0171613,1.06211,3788663.0,0.26524,879191351.531849,1000000000.0,1000000000.0,7.3,-77.73122,2021-08-20T08:35:20.158Z,0.40615,300.40905,2022-06-18T20:55:12.035Z,,2023-08-22T15:35:24.453Z,,,
35,mantle,mnt,Mantle,https://assets.coingecko.com/coins/images/30980/large/token-logo.png?1689320029,0.422556,1366625683,36,2627852208.0,4708295.0,0.424774,0.421946,-0.0006868344138381,-0.16228,-4590758.173042774,-0.33479,3234382070.76314,6219316794.99,6219316794.99,0.600075,-29.54026,2023-07-20T22:39:30.228Z,0.421946,0.20504,2023-08-22T12:15:40.129Z,,2023-08-22T15:35:05.905Z,,,
36,crypto-com-chain,cro,Cronos,https://assets.coingecko.com/coins/images/7310/large/cro_token_logo.png?1669699773,0.051994,1363433761,37,1559545898.0,3976948.0,0.052328,0.051872,1.222e-05,0.02351,-921106.415959835,-0.06751,26227514607.7716,30000000000.0,,0.965407,-94.61053,2021-11-24T15:53:54.855Z,0.0121196,329.30759,2019-02-08T00:00:00.000Z,,2023-08-22T15:35:12.808Z,,,
37,aptos,apt,Aptos,https://assets.coingecko.com/coins/images/26455/large/aptos_round.png?1666839629,5.83,1320988714,38,6127061764.0,60731130.0,5.97,5.82,-0.013982900950670896,-0.23921,-2886644.387882948,-0.21805,226638538.838549,1051203777.37392,,19.92,-70.73496,2023-01-26T14:25:17.390Z,3.08,89.28895,2022-12-29T21:35:14.796Z,,2023-08-22T15:35:19.187Z,,,
38,arbitrum,arb,Arbitrum,https://assets.coingecko.com/coins/images/16547/large/photo_2023-03-29_21.47.00.jpeg?1680097630,0.982201,1250731456,39,9809658475.0,126231633.0,1.004,0.977234,-0.005840537512543653,-0.59112,-10237889.420122385,-0.81191,1275000000.0,10000000000.0,10000000000.0,8.67,-88.68953,2023-03-23T13:10:03.106Z,0.912886,7.45989,2023-06-15T07:25:14.752Z,,2023-08-22T15:35:22.391Z,,,
39,vechain,vet,VeChain,https://assets.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1680067517,0.01583254,1150705658,40,1372225567.0,24896859.0,0.01616154,0.01579715,-7.0102719500659e-05,-0.44082,-4782691.792589188,-0.41391,72714516834.0,85985041177.0,86712634466.0,0.280991,-94.3688,2021-04-19T01:08:21.675Z,0.00191713,725.35616,2020-03-13T02:29:59.652Z,,2023-08-22T15:35:19.516Z,2.344507645366252,eth,234.4507645366252
40,optimism,op,Optimism,https://assets.coingecko.com/coins/images/25244/large/Optimism.png?1660904599,1.56,1118131194,41,6700540293.0,105905648.0,1.58,1.51,0.03637923,2.38457,27411896.0,2.51319,716708907.0,4294967296.0,4294967296.0,3.22,-51.68465,2023-02-24T20:20:00.509Z,0.402159,287.2334,2022-06-18T20:54:52.178Z,,2023-08-22T15:35:25.151Z,,,
41,near,near,NEAR Protocol,https://assets.coingecko.com/coins/images/10365/large/near.jpg?1683515160,1.13,1060331015,42,1126009437.0,45970698.0,1.14,1.12,-0.001487259444151512,-0.13188,2269815.0,0.21453,941671517.686093,1000000000.0,,20.44,-94.48243,2022-01-16T22:09:45.873Z,0.526762,114.07899,2020-11-04T16:09:15.137Z,,2023-08-22T15:35:17.295Z,,,
42,maker,mkr,Maker,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1585191826,1102.42,992071827,43,1106837340.0,69566356.0,1116.21,1065.47,14.68,1.34933,12571737.0,1.28349,901310.9472893132,977631.036950888,1005577.0,6292.31,-82.51803,2021-05-03T21:54:29.333Z,168.36,553.38341,2020-03-16T20:52:36.527Z,,2023-08-22T15:35:21.474Z,,,
43,rocket-pool-eth,reth,Rocket Pool ETH,https://assets.coingecko.com/coins/images/20764/large/reth.png?1637652366,1810.36,908857074,44,908857074.0,9708026.0,1825.37,1803.94,6.42,0.35599,3757705.0,0.41517,502278.853974194,502277.742188188,,4814.31,-62.44787,2021-12-01T08:03:50.749Z,887.26,103.75864,2022-06-18T20:55:45.957Z,,2023-08-22T15:35:22.809Z,,,
44,kaspa,kas,Kaspa,https://assets.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1653891958,0.04235988,859970685,45,1217261597.0,10857185.0,0.04315546,0.04126628,0.00075379,1.81173,9512234.0,1.11848,20278813917.5714,20278277425.6588,28704026601.0,0.051714,-17.74108,2023-08-06T12:10:40.416Z,0.00017105,24769.63063,2022-05-26T14:42:59.316Z,,2023-08-22T15:34:55.516Z,,,
45,the-graph,grt,The Graph,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566,0.090675,830298327,46,906504067.0,27543409.0,0.092696,0.090228,8.98e-08,0.0001,2421415.0,0.29248,9159344753.47202,10000000000.0,,2.84,-96.81062,2021-02-12T07:28:45.775Z,0.052051,74.11044,2022-11-22T10:05:03.503Z,,2023-08-22T15:35:19.027Z,,,
46,frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/FRAX_icon.png?1679886922,0.995671,803568485,47,803568485.0,3946493.0,0.999826,0.995813,-0.001788247601889115,-0.17928,-780547.7088178396,-0.09704,806723780.559441,806723780.559441,,1.14,-12.59681,2021-02-07T12:55:35.766Z,0.874536,13.97934,2023-03-11T07:50:39.316Z,,2023-08-22T15:35:23.821Z,,,
47,aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1601374110,54.86,796704912,48,877770209.0,63127045.0,56.17,54.49,-0.8270402668086234,-1.48505,-13159252.572942019,-1.62487,14522341.346078852,16000000.0,16000000.0,661.69,-91.70825,2021-05-18T21:19:59.514Z,26.02,110.83417,2020-11-05T09:20:11.928Z,,2023-08-22T15:35:17.298Z,,,
48,whitebit,wbt,WhiteBIT Coin,https://assets.coingecko.com/coins/images/27045/large/wbt_token.png?1667923752,5.37,773154043,49,2145883982.0,9265265.0,5.4,5.29,0.072013,1.36045,11489312.0,1.50845,144118517.10815412,368493247.0,400000000.0,14.64,-63.36426,2022-10-28T12:32:18.119Z,3.06,75.23387,2023-02-13T19:01:21.899Z,,2023-08-22T15:34:39.193Z,,,
49,xdce-crowd-sale,xdc,XDC Network,https://assets.coingecko.com/coins/images/2912/large/xdc-icon.png?1633700890,0.054104,751206109,50,2052187546.0,12214236.0,0.056828,0.054064,-0.002618334006674335,-4.61609,-32992872.600913763,-4.20721,13857953266.2,37857944391.75,,0.192754,-71.76945,2021-08-21T04:39:48.324Z,0.00039532,13665.00559,2019-07-22T00:00:00.000Z,,2023-08-22T15:35:08.762Z,3.3423149351427406,eth,334.23149351427406
50,algorand,algo,Algorand,https://assets.coingecko.com/coins/images/4380/large/download.png?1547039725,0.095786,749594317,51,957681968.0,23759274.0,0.097216,0.094218,0.00145161,1.53879,12143733.0,1.64672,7827173755.95148,7827173797.29057,10000000000.0,3.56,-97.31369,2019-06-20T14:51:19.480Z,0.090561,5.63459,2023-08-17T21:51:08.443Z,,2023-08-22T15:35:17.561Z,-0.960089194087613,usd,-96.0089194087613
51,usdd,usdd,USDD,https://assets.coingecko.com/coins/images/25380/large/UUSD.jpg?1651823371,0.997176,723240772,52,,24250337.0,0.999134,0.993311,0.00386456,0.38906,2498930.0,0.34672,725332034.742248,,,1.044,-4.51699,2022-11-09T09:56:06.131Z,0.928067,7.40154,2022-06-19T16:15:11.558Z,,2023-08-22T15:35:22.040Z,,,
52,elrond-erd-2,egld,MultiversX,https://assets.coingecko.com/coins/images/12335/large/egld-token-logo.png?1673490885,26.25,678684183,53,824401189.0,11504423.0,26.91,26.2,-0.3636307991671224,-1.36628,-10025538.655029893,-1.4557,25863005.0,25868157.0,31415926.0,545.64,-95.18058,2021-11-23T10:33:26.737Z,6.51,304.14982,2020-10-07T01:44:53.554Z,,2023-08-22T15:35:14.824Z,,,
53,havven,snx,Synthetix Network,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1598631139,2.07,667096955,54,668596082.0,18589717.0,2.11,2.06,-0.019085739538601487,-0.91313,-4306227.940023303,-0.64138,322131898.13952357,322855806.088774,322855806.088774,28.53,-92.75284,2021-02-14T01:12:38.505Z,0.0347864,5844.22021,2019-01-06T00:00:00.000Z,,2023-08-22T15:35:25.329Z,3.14209728967987,usd,314.209728967987
54,the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1597397942,0.321871,661535083,55,964368755.0,46718779.0,0.328088,0.319548,0.00053209,0.16559,1257574.0,0.19046,2057931926.2233226,3000000000.0,3000000000.0,8.4,-96.16314,2021-11-25T06:04:40.957Z,0.02897764,1011.79833,2020-11-04T15:59:14.441Z,,2023-08-22T15:35:24.091Z,,,
